"Date","Country","City","Specie","count","min","max","median","variance"
"2021-06-12","VN","Hanoi","temperature",72,26.5,33.5,28,38.87
"2021-07-05","VN","Hanoi","temperature",72,26,33,30,25.77
"2021-01-01","VN","Hanoi","temperature",72,9,18.5,12,100.45
"2021-01-05","VN","Hanoi","temperature",72,14.5,20,17,21.11
"2021-01-11","VN","Hanoi","temperature",72,11,16,13,28.31
"2021-01-15","VN","Hanoi","temperature",72,13.5,19,17,37.02
"2021-01-21","VN","Hanoi","temperature",72,16,18,16.5,8.24
"2021-02-11","VN","Hanoi","temperature",72,15,24,19.5,79.21
"2021-02-17","VN","Hanoi","temperature",72,19,21,20,4.12
"2021-02-27","VN","Hanoi","temperature",72,16,23,19,35.49
"2021-05-01","VN","Hanoi","temperature",70,23,29,26,39.51
"2021-02-06","VN","Hanoi","temperature",72,17,24.5,20,52.81
"2021-04-05","VN","Hanoi","temperature",72,21,24.5,22.5,14.78
"2021-05-06","VN","Hanoi","temperature",72,23,32,26.5,105.35
"2021-05-24","VN","Hanoi","temperature",72,25,29.5,27,19.63
"2021-07-11","VN","Hanoi","temperature",72,26,35,30.5,85.24
"2021-07-20","VN","Hanoi","temperature",72,26,35,27,79.75
"2021-02-04","VN","Hanoi","temperature",72,17,24,19,39.44
"2021-03-07","VN","Hanoi","temperature",72,22,25,23,8.55
"2021-04-15","VN","Hanoi","temperature",72,25,27,25.5,7.28
"2021-05-11","VN","Hanoi","temperature",72,25.5,35.5,28,108.31
"2021-05-13","VN","Hanoi","temperature",72,24,31,27,40.12
"2021-05-23","VN","Hanoi","temperature",72,29,35,30,42.1
"2021-08-01","VN","Hanoi","temperature",72,25,30,28,25.77
"2021-06-16","VN","Hanoi","temperature",72,28,37,32.5,95.42
"2021-07-28","VN","Hanoi","temperature",72,28,36,30,58.03
"2021-03-25","VN","Hanoi","temperature",72,19,21,20,3.55
"2021-03-28","VN","Hanoi","temperature",69,22,24,24,5.94
"2021-04-26","VN","Hanoi","temperature",72,21.5,26,23,22.92
"2021-05-27","VN","Hanoi","temperature",72,27,33,30,38.43
"2021-07-22","VN","Hanoi","temperature",72,26,31.5,27.5,30.9
"2021-03-20","VN","Hanoi","temperature",72,23,26,24,5.85
"2021-03-27","VN","Hanoi","temperature",72,22,25,23,4.37
"2021-05-07","VN","Hanoi","temperature",72,25,32,27.5,62.54
"2021-07-14","VN","Hanoi","temperature",72,27.5,35,30.5,67.17
"2021-07-27","VN","Hanoi","temperature",72,27.5,36,31,80.91
"2021-04-13","VN","Hanoi","temperature",72,24,27,26,11.16
"2021-08-06","VN","Hanoi","temperature",72,29.5,38,34,88.27
"2021-01-04","VN","Hanoi","temperature",72,14,20,16,35.49
"2021-01-25","VN","Hanoi","temperature",72,19,22,20.5,8.76
"2021-02-09","VN","Hanoi","temperature",72,15,17,16,2.11
"2021-02-15","VN","Hanoi","temperature",72,17,22,20.5,31.2
"2021-02-25","VN","Hanoi","temperature",72,21,26,23,27.35
"2021-03-08","VN","Hanoi","temperature",72,20,24,22,17.64
"2021-08-03","VN","Hanoi","temperature",59,27,36,31,113.14
"2021-04-06","VN","Hanoi","temperature",72,21.5,29.5,24.5,71.09
"2021-04-10","VN","Hanoi","temperature",72,18,20,19.5,5.85
"2021-07-16","VN","Hanoi","temperature",72,27,35.5,31,81.76
"2021-01-16","VN","Hanoi","temperature",72,16.5,20,18,12.1
"2021-04-28","VN","Hanoi","temperature",72,22,25,22.5,13.41
"2021-06-19","VN","Hanoi","temperature",72,29,39,35,114.61
"2021-07-29","VN","Hanoi","temperature",72,28,36,29,68.66
"2021-01-06","VN","Hanoi","temperature",72,16,17,16,2.04
"2021-01-13","VN","Hanoi","temperature",72,9.5,21,14.5,136.65
"2021-01-27","VN","Hanoi","temperature",72,18,23,20.5,32
"2021-06-24","VN","Hanoi","temperature",72,26,32,26,35.76
"2021-07-01","VN","Hanoi","temperature",72,31,37,32.5,37.67
"2021-02-21","VN","Hanoi","temperature",69,17,27,21,116.45
"2021-03-04","VN","Hanoi","temperature",72,16,18.5,17,5.7
"2021-06-01","VN","Hanoi","temperature",72,29,39,34.5,123.69
"2021-06-02","VN","Hanoi","temperature",72,29,39.5,31.5,97.24
"2021-08-04","VN","Hanoi","temperature",48,28,37,33,94.04
"2021-08-08","VN","Hanoi","temperature",72,27,34,31,59
"2021-01-23","VN","Hanoi","temperature",72,14,23.5,19.5,104.63
"2021-03-30","VN","Hanoi","temperature",72,24,26.5,25,7.82
"2021-06-26","VN","Hanoi","temperature",72,25,34.5,28,121.79
"2021-07-02","VN","Hanoi","temperature",72,30.5,38,33,68.93
"2021-01-18","VN","Hanoi","temperature",72,10.5,19,14.5,88.36
"2021-06-06","VN","Hanoi","temperature",72,26,33,29,47.31
"2021-07-17","VN","Hanoi","temperature",72,27,35.5,31,90
"2021-08-14","VN","Hanoi","temperature",69,25,35.5,29.5,92.78
"2021-01-19","VN","Hanoi","pm10",24,26,58,42,1171.88
"2021-03-20","VN","Hanoi","pm10",17,2,5,4,9.71
"2021-03-31","VN","Hanoi","pm10",24,45,54,50,48.1
"2021-04-01","VN","Hanoi","pm10",24,31,44,37,164.27
"2021-02-06","VN","Hanoi","pm10",24,26,54,40,653.9
"2021-02-21","VN","Hanoi","pm10",24,19,42,32,646.3
"2021-03-01","VN","Hanoi","pm10",24,17,38,22,438.24
"2021-03-02","VN","Hanoi","pm10",24,13,39,19,735.63
"2021-04-19","VN","Hanoi","pm10",24,18,54,26,769.11
"2021-05-20","VN","Hanoi","pm10",24,16,25,20,69.49
"2021-07-01","VN","Hanoi","pm10",24,9,27,18,270.27
"2021-06-13","VN","Hanoi","pm10",24,3,12,8,94.71
"2021-08-14","VN","Hanoi","pm10",23,4,55,17,3905.14
"2021-04-17","VN","Hanoi","pm10",24,10,34,17,751.3
"2021-05-06","VN","Hanoi","pm10",24,20,38,33,352.75
"2021-06-29","VN","Hanoi","pm10",23,9,30,18,362.25
"2021-01-12","VN","Hanoi","pm10",24,17,45,34,593.03
"2021-03-06","VN","Hanoi","pm10",24,15,23,21,66.07
"2021-03-30","VN","Hanoi","pm10",24,35,52,44,259.55
"2021-04-11","VN","Hanoi","pm10",24,21,68,51,3303.89
"2021-07-13","VN","Hanoi","pm10",24,10,17,13,36.07
"2021-01-28","VN","Hanoi","pm10",24,15,42,24,703.75
"2021-02-28","VN","Hanoi","pm10",24,20,41,24,294.78
"2021-05-25","VN","Hanoi","pm10",11,6,12,9,58.91
"2021-07-06","VN","Hanoi","pm10",24,9,30,16,331.88
"2020-12-31","VN","Hanoi","pm10",24,24,50,28,694.62
"2021-03-18","VN","Hanoi","pm10",24,7,9,8,3.41
"2021-08-02","VN","Hanoi","pm10",24,9,16,13,46.67
"2021-03-04","VN","Hanoi","pm10",24,22,41,29,360.58
"2021-03-12","VN","Hanoi","pm10",24,8,14,12,46.01
"2021-03-14","VN","Hanoi","pm10",24,9,19,11,93.84
"2021-04-29","VN","Hanoi","pm10",18,8,23,17,251.76
"2021-07-11","VN","Hanoi","pm10",24,9,17,12,48.62
"2021-01-06","VN","Hanoi","pm10",24,55,66,57,110.42
"2021-04-25","VN","Hanoi","pm10",24,20,55,28,1122.16
"2021-05-27","VN","Hanoi","pm10",8,6,11,7,40
"2021-06-19","VN","Hanoi","pm10",24,7,24,15,222.59
"2021-04-21","VN","Hanoi","pm10",24,19,24,22,13.03
"2021-05-21","VN","Hanoi","pm10",24,17,22,19,19.93
"2021-06-08","VN","Hanoi","pm10",24,9,29,19,224.27
"2021-07-09","VN","Hanoi","pm10",24,7,31,9,353.46
"2021-02-27","VN","Hanoi","pm10",24,19,43,21,727.83
"2021-06-17","VN","Hanoi","pm10",3,7,11,9,40
"2021-07-03","VN","Hanoi","pm10",24,8,33,15,449.27
"2021-02-11","VN","Hanoi","pm10",24,17,36,25,345.2
"2021-03-08","VN","Hanoi","pm10",24,12,27,20,161.67
"2021-04-10","VN","Hanoi","pm10",24,31,63,37,1157.37
"2021-06-21","VN","Hanoi","pm10",24,12,39,22,739.55
"2021-08-15","VN","Hanoi","pm10",5,1,22,8,768
"2020-12-30","VN","Hanoi","pm10",24,14,39,24,536.5
"2021-03-21","VN","Hanoi","pm10",5,2,4,3,7
"2021-05-15","VN","Hanoi","pm10",24,13,21,17,43.7
"2021-05-29","VN","Hanoi","pm10",4,6,11,9,46.67
"2021-05-09","VN","Hanoi","pm10",24,16,26,20,90.36
"2021-06-04","VN","Hanoi","pm10",23,8,38,14,890.43
"2021-06-15","VN","Hanoi","pm10",24,11,23,15,175.2
"2021-06-24","VN","Hanoi","pm10",24,12,28,19,247.83
"2021-01-02","VN","Hanoi","pm10",24,49,88,68,1063.48
"2021-01-08","VN","Hanoi","pm10",24,7,26,12,412.75
"2021-02-24","VN","Hanoi","pm10",24,15,23,20,59.13
"2021-05-07","VN","Hanoi","pm10",24,15,41,26,787.75
"2021-04-27","VN","Hanoi","pm10",24,17,34,21,190.14
"2021-07-25","VN","Hanoi","pm10",24,10,23,14,126.5
"2021-07-29","VN","Hanoi","pm10",24,8,32,19,570.85
"2021-01-24","VN","Hanoi","pm10",24,30,64,57,1663.19
"2021-02-16","VN","Hanoi","pm10",24,19,44,23,744.62
"2021-06-30","VN","Hanoi","pm10",24,9,28,14,380.22
"2021-08-13","VN","Hanoi","pm10",24,4,39,25,1236.45
"2021-06-20","VN","Hanoi","pm10",24,8,36,14,958.84
"2021-06-26","VN","Hanoi","pm10",24,3,33,14,783.48
"2021-02-08","VN","Hanoi","pm10",24,13,56,37,2105.2
"2021-03-07","VN","Hanoi","pm10",24,15,30,20,118.24
"2021-07-02","VN","Hanoi","pm10",24,7,25,15,238.26
"2021-07-28","VN","Hanoi","pm10",24,4,25,12,372.16
"2021-01-07","VN","Hanoi","pm10",24,24,71,50,2743.46
"2021-06-09","VN","Hanoi","pm10",24,9,28,15,232.1
"2021-07-05","VN","Hanoi","pm10",24,6,17,11,93.62
"2021-04-02","VN","Hanoi","pm10",24,17,48,26,706.3
"2021-07-15","VN","Hanoi","pm10",24,8,13,11,17.32
"2021-08-06","VN","Hanoi","pm10",24,4,53,18,2669.11
"2021-07-30","VN","Hanoi","pm10",24,9,41,14,1426.5
"2021-03-15","VN","Hanoi","pm10",24,6,11,9,15.58
"2021-04-05","VN","Hanoi","pm10",24,21,63,34,2731.88
"2021-06-23","VN","Hanoi","pm10",24,6,21,13,230.71
"2021-07-22","VN","Hanoi","pm10",24,12,26,23,169.49
"2021-04-04","VN","Hanoi","pm10",24,23,55,45,981.72
"2021-06-11","VN","Hanoi","pm10",24,12,24,19,135.58
"2021-08-05","VN","Hanoi","pm10",24,10,42,21,980.27
"2021-05-17","VN","Hanoi","pm10",24,14,20,15,47.75
"2021-02-04","VN","Hanoi","pm10",24,27,59,38,1140.71
"2021-02-14","VN","Hanoi","pm10",24,15,26,22,125.14
"2021-02-20","VN","Hanoi","pm10",24,21,53,37,929.11
"2021-05-13","VN","Hanoi","pm10",24,10,43,22,902.54
"2021-01-11","VN","Hanoi","pm10",24,21,57,29,1120.85
"2021-03-19","VN","Hanoi","pm10",24,3,8,5,15.65
"2021-04-13","VN","Hanoi","pm10",24,17,33,24,167.37
"2021-07-18","VN","Hanoi","pm10",24,9,16,12,49.55
"2021-05-31","VN","Hanoi","pm10",17,6,39,18,1166.1
"2021-06-03","VN","Hanoi","pm10",13,19,35,23,340.9
"2021-02-12","VN","Hanoi","pm10",24,17,32,26,187.81
"2021-02-18","VN","Hanoi","pm10",24,25,50,29,810.43
"2021-05-08","VN","Hanoi","pm10",24,15,51,25,659.06
"2021-01-01","VN","Hanoi","pm10",24,26,64,46,1505.63
"2021-02-17","VN","Hanoi","pm10",24,11,44,25,1167.37
"2021-06-01","VN","Hanoi","pm10",24,10,41,20,847.75
"2021-06-06","VN","Hanoi","pm10",24,29,59,54,865.05
"2021-01-05","VN","Hanoi","pm10",24,53,88,79,1798.24
"2021-03-03","VN","Hanoi","pm10",24,28,46,33,300.42
"2021-05-18","VN","Hanoi","pm10",24,12,19,14,51.01
"2021-01-15","VN","Hanoi","pm10",24,53,74,61,497.32
"2021-01-20","VN","Hanoi","pm10",24,32,63,48,873.32
"2020-12-28","VN","Hanoi","pm10",24,22,47,26,353.02
"2021-01-31","VN","Hanoi","pm10",24,34,62,52,393.26
"2021-05-05","VN","Hanoi","pm10",24,6,35,14,924.28
"2021-01-23","VN","Hanoi","pm10",24,53,74,62,572.16
"2021-04-08","VN","Hanoi","pm10",24,25,45,33,269.98
"2021-07-04","VN","Hanoi","pm10",24,13,23,14,92.39
"2021-04-15","VN","Hanoi","pm10",24,20,36,22,166.67
"2021-07-16","VN","Hanoi","pm10",24,11,22,16,82.83
"2021-02-15","VN","Hanoi","pm10",24,20,27,26,35.58
"2021-06-02","VN","Hanoi","pm10",24,16,44,22,854.18
"2021-06-05","VN","Hanoi","pm10",24,17,59,29,1138.1
"2021-06-10","VN","Hanoi","pm10",24,11,24,15,139.93
"2021-02-03","VN","Hanoi","pm10",24,27,51,36,598.19
"2021-03-17","VN","Hanoi","pm10",24,7,10,8,7.37
"2021-08-03","VN","Hanoi","pm10",24,8,24,15,232.45
"2021-07-17","VN","Hanoi","pm10",24,11,19,15,46.36
"2021-07-19","VN","Hanoi","pm10",24,15,41,22,517.97
"2021-01-16","VN","Hanoi","pm10",24,55,67,61,170.85
"2021-03-26","VN","Hanoi","pm10",24,25,46,34,527.37
"2021-05-30","VN","Hanoi","pm10",4,6,9,7,15.83
"2021-06-25","VN","Hanoi","pm10",23,4,31,23,443.48
"2021-08-10","VN","Hanoi","pm10",24,7,31,15,459.98
"2021-01-30","VN","Hanoi","pm10",12,24,66,58,1422.65
"2021-03-05","VN","Hanoi","pm10",24,14,27,20,153.62
"2021-05-10","VN","Hanoi","pm10",24,18,31,23,140.42
"2021-07-21","VN","Hanoi","pm10",24,7,19,13,144.93
"2021-01-10","VN","Hanoi","pm10",24,19,52,22,935.2
"2021-03-09","VN","Hanoi","pm10",24,7,13,12,42.54
"2021-03-28","VN","Hanoi","pm10",23,17,35,25,295.22
"2021-08-04","VN","Hanoi","pm10",24,10,42,17,1184.93
"2021-04-16","VN","Hanoi","pm10",24,17,38,23,597.37
"2021-01-14","VN","Hanoi","pm10",24,40,74,57,792.39
"2021-01-26","VN","Hanoi","pm10",24,20,36,28,150.85
"2021-03-25","VN","Hanoi","pm10",24,50,71,56,327.75
"2021-04-14","VN","Hanoi","pm10",24,18,34,23,234.33
"2021-01-09","VN","Hanoi","pm10",24,19,34,21,148.1
"2021-05-12","VN","Hanoi","pm10",24,7,31,23,352.45
"2021-06-22","VN","Hanoi","pm10",24,16,41,24,253.62
"2021-08-11","VN","Hanoi","pm10",24,3,43,19,1309.78
"2021-02-02","VN","Hanoi","pm10",24,26,52,32,748.53
"2021-06-12","VN","Hanoi","pm10",24,9,25,15,195.58
"2021-04-07","VN","Hanoi","pm10",24,27,38,30,161.09
"2021-01-03","VN","Hanoi","pm10",24,46,79,65,1119.93
"2021-01-22","VN","Hanoi","pm10",24,50,83,64,775
"2021-08-12","VN","Hanoi","pm10",24,3,33,27,1126.07
"2021-06-28","VN","Hanoi","pm10",24,9,25,15,247.75
"2021-08-09","VN","Hanoi","pm10",24,34,52,40,212.97
"2021-07-26","VN","Hanoi","pm10",24,10,18,13,59.06
"2021-01-25","VN","Hanoi","pm10",24,32,38,36,25.05
"2021-02-22","VN","Hanoi","pm10",24,17,34,21,351.23
"2021-02-25","VN","Hanoi","pm10",24,14,48,20,896.74
"2021-03-11","VN","Hanoi","pm10",24,8,16,11,43.03
"2021-04-23","VN","Hanoi","pm10",24,18,30,24,88.53
"2021-04-26","VN","Hanoi","pm10",24,14,53,22,1924.62
"2021-05-14","VN","Hanoi","pm10",24,12,21,16,74.49
"2021-05-24","VN","Hanoi","pm10",19,5,16,9,84.68
"2021-04-12","VN","Hanoi","pm10",24,22,34,30,170.42
"2021-06-07","VN","Hanoi","pm10",24,13,34,26,483.19
"2021-07-07","VN","Hanoi","pm10",24,10,28,15,312.16
"2021-03-27","VN","Hanoi","pm10",24,16,30,21,259.13
"2021-07-14","VN","Hanoi","pm10",24,10,16,12,44.93
"2021-07-24","VN","Hanoi","pm10",24,9,20,12,100.87
"2021-01-04","VN","Hanoi","pm10",24,51,74,65,388.1
"2021-02-13","VN","Hanoi","pm10",24,17,36,20,498.48
"2021-03-10","VN","Hanoi","pm10",24,7,17,10,74.49
"2021-03-24","VN","Hanoi","pm10",24,55,69,65,315.2
"2021-06-16","VN","Hanoi","pm10",18,7,24,17,290.07
"2021-01-13","VN","Hanoi","pm10",24,33,69,50,1268.1
"2021-04-06","VN","Hanoi","pm10",24,26,69,45,1980.27
"2021-05-16","VN","Hanoi","pm10",24,15,26,21,109.78
"2021-06-14","VN","Hanoi","pm10",24,8,14,12,29.55
"2021-01-17","VN","Hanoi","pm10",24,29,65,45,1453.75
"2021-02-26","VN","Hanoi","pm10",24,16,25,21,55.2
"2021-03-29","VN","Hanoi","pm10",24,33,44,40,52.45
"2021-01-18","VN","Hanoi","pm10",24,22,56,31,1506.79
"2021-03-16","VN","Hanoi","pm10",24,6,11,9,19.13
"2021-05-04","VN","Hanoi","pm10",6,18,22,19,18.67
"2021-05-28","VN","Hanoi","pm10",3,6,9,6,30
"2021-01-21","VN","Hanoi","pm10",24,43,84,74,1916.07
"2021-02-10","VN","Hanoi","pm10",24,16,49,34,886.01
"2021-03-22","VN","Hanoi","pm10",17,3,61,33,3535.59
"2021-05-19","VN","Hanoi","pm10",24,16,26,19,80.58
"2021-01-27","VN","Hanoi","pm10",24,18,33,23,180.22
"2021-05-22","VN","Hanoi","pm10",24,15,23,17,48.24
"2021-07-08","VN","Hanoi","pm10",22,2,18,10,150.84
"2021-07-31","VN","Hanoi","pm10",24,10,24,13,158.84
"2021-02-01","VN","Hanoi","pm10",24,30,52,41,411.58
"2021-05-11","VN","Hanoi","pm10",24,6,36,26,755.92
"2021-05-26","VN","Hanoi","pm10",5,6,10,8,25
"2021-07-23","VN","Hanoi","pm10",24,6,19,8,227.54
"2020-12-29","VN","Hanoi","pm10",24,12,30,16,241.29
"2021-04-09","VN","Hanoi","pm10",24,17,42,31,482.54
"2021-04-18","VN","Hanoi","pm10",24,17,55,32,1380.42
"2021-06-27","VN","Hanoi","pm10",24,7,24,14,328.41
"2021-07-10","VN","Hanoi","pm10",24,8,32,11,416.07
"2021-03-13","VN","Hanoi","pm10",24,10,18,11,57.23
"2021-04-28","VN","Hanoi","pm10",24,8,34,24,433.9
"2021-07-27","VN","Hanoi","pm10",22,5,15,8,82.77
"2021-08-01","VN","Hanoi","pm10",24,3,16,5,120.87
"2021-01-29","VN","Hanoi","pm10",11,32,41,38,119.64
"2021-02-07","VN","Hanoi","pm10",24,29,47,37,386.5
"2021-04-24","VN","Hanoi","pm10",24,24,32,26,64.93
"2021-07-20","VN","Hanoi","pm10",24,15,25,20,97.23
"2021-05-23","VN","Hanoi","pm10",24,10,20,16,53.26
"2021-06-18","VN","Hanoi","pm10",12,3,27,11,780.61
"2021-08-07","VN","Hanoi","pm10",24,4,25,13,522.45
"2021-02-19","VN","Hanoi","pm10",24,28,57,39,1100.85
"2021-02-23","VN","Hanoi","pm10",24,16,36,24,265.05
"2021-03-23","VN","Hanoi","pm10",24,52,72,62,237.37
"2021-04-22","VN","Hanoi","pm10",24,22,28,24,22.54
"2021-07-12","VN","Hanoi","pm10",24,11,18,13,31.58
"2021-02-09","VN","Hanoi","pm10",24,3,39,10,991.52
"2021-02-05","VN","Hanoi","pm10",24,27,54,41,594.18
"2021-04-03","VN","Hanoi","pm10",24,22,53,32,976.07
"2021-04-20","VN","Hanoi","pm10",24,19,24,21,20.85
"2021-08-08","VN","Hanoi","pm10",24,16,33,24,248.04
"2021-02-02","VN","Haiphong","temperature",8,17.4,23.5,17.8,57.96
"2021-02-21","VN","Haiphong","temperature",8,16.8,23.2,18.5,52.74
"2021-06-10","VN","Haiphong","temperature",8,27.2,31.5,27.9,31.68
"2021-06-15","VN","Haiphong","temperature",7,27.4,32.6,29.1,37.5
"2021-07-18","VN","Haiphong","temperature",6,23.5,31.1,25,103.39
"2021-08-14","VN","Haiphong","temperature",8,29,31.4,29.5,5.62
"2021-02-09","VN","Haiphong","temperature",8,14.8,18.4,15.2,16.99
"2021-02-10","VN","Haiphong","temperature",8,13.6,23.1,17,140.3
"2021-05-22","VN","Haiphong","temperature",8,27.9,32.8,28.9,34.31
"2021-07-27","VN","Haiphong","temperature",8,28.2,34,30.6,60.89
"2021-08-08","VN","Haiphong","temperature",8,30.4,34.2,31,22.78
"2020-12-29","VN","Haiphong","temperature",8,19,26.3,19.6,80.48
"2021-01-12","VN","Haiphong","temperature",8,10,17.8,13,93.66
"2021-03-18","VN","Haiphong","temperature",8,21.8,26.6,22.7,30.56
"2021-05-16","VN","Haiphong","temperature",8,27.3,31.4,28,26.76
"2021-05-19","VN","Haiphong","temperature",7,27.8,30.9,28.2,16.28
"2021-05-30","VN","Haiphong","temperature",8,28,35.6,29.6,79.58
"2021-06-03","VN","Haiphong","temperature",8,29.1,35.6,30.5,67.6
"2021-07-13","VN","Haiphong","temperature",8,27.6,31.7,28.5,28.39
"2021-07-15","VN","Haiphong","temperature",8,25.4,32.3,28.4,55.74
"2021-03-11","VN","Haiphong","temperature",8,20.8,25.7,21.4,43.54
"2021-07-19","VN","Haiphong","temperature",8,25.2,33,28.8,106.97
"2021-01-16","VN","Haiphong","temperature",8,16,20.4,17.4,27.07
"2021-06-20","VN","Haiphong","temperature",8,30.4,37.9,30.8,93.54
"2021-07-26","VN","Haiphong","temperature",8,26.3,34.3,29.2,98.34
"2020-12-30","VN","Haiphong","temperature",8,14.3,19.7,17,36.91
"2021-02-12","VN","Haiphong","temperature",8,16.4,23.4,16.8,88.17
"2021-02-22","VN","Haiphong","temperature",8,18.5,25,19.5,50.71
"2021-02-25","VN","Haiphong","temperature",7,19.6,22.8,20.6,16.5
"2021-05-15","VN","Haiphong","temperature",8,27.3,30.6,27.7,15.73
"2021-05-29","VN","Haiphong","temperature",8,27.7,31.5,28.6,23.28
"2021-05-31","VN","Haiphong","temperature",7,29.2,35,30.4,63.28
"2021-06-24","VN","Haiphong","temperature",8,26.4,30,27.2,17.36
"2021-07-01","VN","Haiphong","temperature",8,29.3,34.4,29.7,40.4
"2021-08-04","VN","Haiphong","temperature",8,29.4,35.8,31,63.04
"2021-01-04","VN","Haiphong","temperature",8,13.8,20,17.2,57.34
"2021-01-11","VN","Haiphong","temperature",8,8.8,13.4,11.3,27.91
"2021-01-29","VN","Haiphong","temperature",7,15.6,20.9,17,38
"2021-03-15","VN","Haiphong","temperature",8,20.7,24.2,22,14.83
"2021-06-16","VN","Haiphong","temperature",8,28.6,35.1,29.3,63.11
"2021-06-23","VN","Haiphong","temperature",7,23.8,31.3,28.8,89.16
"2021-07-07","VN","Haiphong","temperature",8,28.8,34,29,34.25
"2021-08-07","VN","Haiphong","temperature",8,29.5,35.7,31.8,57.71
"2020-12-31","VN","Haiphong","temperature",8,11.1,17.2,12.3,60.97
"2021-01-13","VN","Haiphong","temperature",8,11.5,20.3,14.3,103.84
"2021-01-15","VN","Haiphong","temperature",8,14,17.8,15.5,22.46
"2021-05-24","VN","Haiphong","temperature",7,27.8,29.5,28,4.76
"2021-06-18","VN","Haiphong","temperature",8,29,35.7,29.8,70.76
"2021-06-27","VN","Haiphong","temperature",8,28.9,35.1,30.7,54.93
"2021-08-10","VN","Haiphong","temperature",8,24,29,25.2,24.31
"2021-01-17","VN","Haiphong","temperature",8,12.9,17.6,15.8,39.39
"2021-05-21","VN","Haiphong","temperature",8,28,32,28.5,24.43
"2021-07-23","VN","Haiphong","temperature",8,25.2,26.6,26.3,2.74
"2021-01-18","VN","Haiphong","temperature",8,11.2,19.4,12.8,88.39
"2021-01-19","VN","Haiphong","temperature",8,11.3,20.5,14,125.14
"2021-02-18","VN","Haiphong","temperature",8,17.8,25.1,19.2,63.13
"2021-03-06","VN","Haiphong","temperature",8,21.1,23.4,21.8,4.97
"2021-06-19","VN","Haiphong","temperature",8,29,36.5,30.6,80.4
"2021-07-30","VN","Haiphong","temperature",8,27.5,33.5,30.1,55.65
"2021-02-14","VN","Haiphong","temperature",8,18,25.2,18.4,84.43
"2021-03-10","VN","Haiphong","temperature",8,20.4,26,21.2,44.69
"2021-06-04","VN","Haiphong","temperature",8,25.1,30.3,26.6,37.91
"2021-06-29","VN","Haiphong","temperature",8,28.4,34.4,30,38.82
"2021-08-06","VN","Haiphong","temperature",8,30,35.4,31.6,41.34
"2021-08-13","VN","Haiphong","temperature",7,25.2,31.1,29.5,37.59
"2021-01-22","VN","Haiphong","temperature",8,15.5,22.5,17.7,69.43
"2021-02-11","VN","Haiphong","temperature",8,15.5,23.4,17.2,76.43
"2021-03-12","VN","Haiphong","temperature",8,21,27.8,21.5,75.27
"2021-03-20","VN","Haiphong","temperature",7,22.8,24.9,23.8,7.3
"2021-06-22","VN","Haiphong","temperature",8,29.7,34.6,30.2,34.99
"2021-07-14","VN","Haiphong","temperature",8,28,31.9,28.5,27.64
"2021-07-28","VN","Haiphong","temperature",8,27.9,32.1,29.6,18.83
"2021-08-02","VN","Haiphong","temperature",8,25.5,33.8,26,117.45
"2021-01-31","VN","Haiphong","temperature",8,16.5,20.3,18.4,23.94
"2021-06-08","VN","Haiphong","temperature",8,24.6,30.6,26.4,44.16
"2021-02-08","VN","Haiphong","temperature",8,19.1,25.8,20.2,61.28
"2021-03-02","VN","Haiphong","temperature",8,15.8,21,17.8,29.82
"2021-02-15","VN","Haiphong","temperature",8,17.6,23.8,18.8,62.34
"2021-03-16","VN","Haiphong","temperature",7,21.8,24.7,22.6,11.46
"2021-06-09","VN","Haiphong","temperature",7,25.5,29.7,27.3,32.66
"2021-07-25","VN","Haiphong","temperature",8,27.3,32.8,27.9,51.54
"2021-08-05","VN","Haiphong","temperature",8,29.4,36.3,31.3,63.74
"2021-02-13","VN","Haiphong","temperature",8,15.8,24.8,17.8,114.56
"2021-07-05","VN","Haiphong","temperature",8,28.6,32.6,29.9,24.54
"2021-07-08","VN","Haiphong","temperature",7,24.8,29.5,27.9,27.41
"2021-07-31","VN","Haiphong","temperature",7,28,34.6,31.5,70.6
"2021-08-15","VN","Haiphong","temperature",3,27.8,29.1,28.7,4.43
"2021-02-03","VN","Haiphong","temperature",8,17.4,25.4,18.3,89.83
"2021-02-28","VN","Haiphong","temperature",8,17.8,20.7,18.4,10.59
"2021-05-18","VN","Haiphong","temperature",8,27.3,30.6,28.2,11.28
"2021-06-07","VN","Haiphong","temperature",8,27.4,32.1,28,39.11
"2021-07-03","VN","Haiphong","temperature",8,29,35.9,30.1,74.62
"2021-08-03","VN","Haiphong","temperature",7,27.2,35.4,30.6,105.18
"2021-01-14","VN","Haiphong","temperature",8,12,21.4,15,126.63
"2021-03-19","VN","Haiphong","temperature",8,22.6,26,23.2,13.53
"2021-06-13","VN","Haiphong","temperature",8,25.1,29.6,27.4,30.68
"2021-01-07","VN","Haiphong","temperature",8,12.4,16.5,13.6,17.71
"2021-01-08","VN","Haiphong","temperature",8,7.2,11.8,10.1,24.26
"2021-02-26","VN","Haiphong","temperature",7,21.1,26.9,22.2,42.99
"2021-03-08","VN","Haiphong","temperature",8,20,21.5,21.2,3.54
"2021-07-21","VN","Haiphong","temperature",7,26.1,32.8,26.8,69.89
"2021-08-01","VN","Haiphong","temperature",8,24.7,30.3,26.7,30.06
"2021-01-10","VN","Haiphong","temperature",8,8.2,13,10.6,26.83
"2021-03-01","VN","Haiphong","temperature",8,14.7,22.1,21.2,57.31
"2021-03-22","VN","Haiphong","temperature",5,14.6,16.8,14.8,8.92
